id,name,address,grade,score,latitude,longitude
648,SAFEWAY #2948   BAKERY,"645 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,98,37.401585,-122.11228
649,401 3RD FL MK,"401 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,98,37.404041,-122.111229
650,401 SA 4TH FL MK,"401 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,100,37.404041,-122.111229
651,401 SA 5TH FL MK,"401 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,92,37.404041,-122.111229
652,401 SA 6TH FL MK,"401 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,92,37.404041,-122.111229
653,401 SA 2ND FL MK,"401 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,100,37.404041,-122.111229
654,ARCO AM/ PM #83187,"988 N SAN ANTONIO RD,LOS ALTOS, CA 94022",Pass,98,37.399811,-122.1146
655,NEKTER JUICE BAR,"685 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,97,37.401585,-122.11228
656,STANFORD PATC,"2445 FABER PL,PALO ALTO, CA 94303",Pass,100,37.450672,-122.114778
657,THE VEGGIE GRILL,"565 SAN ANTONIO RD STE 26,MOUNTAIN VIEW, CA 94040",Pass,85,37.402822,-122.111456
658,CHEF CHU'S MANDARIN KITCHEN,"1067 N SAN ANTONIO RD ,LOS ALTOS, CA 94022",Pass,70,37.400596,-122.113657
659,ARMADILLO WILLY'S BBQ & CAFE,"1031 N SAN ANTONIO RD ,LOS ALTOS, CA 94022",Pass,87,37.40038,-122.11381
660,MORE FLAVOR! LOS ALTOS,"991 N SAN ANTONIO RD,LOS ALTOS, CA 94022",Pass,97,37.400059,-122.113975
661,PAUL MARTIN'S AMERICAN GRILL,"545 SAN ANTONIO RD STE 31,MOUNTAIN VIEW, CA 94040",Pass,82,37.402822,-122.111456
662,ESTHER'S GERMAN BAKERY,"987 N SAN ANTONIO RD,LOS ALTOS, CA 94022",Pass,90,37.39996,-122.11396
663,PACIFIC CATCH,"545 SAN ANTONIO RD STE 34,MOUNTAIN VIEW, CA 94040",Pass,76,37.402822,-122.111456
664,DONG LAI SHUN,"545 SAN ANTONIO RD STE 32,MOUNTAIN VIEW, CA 94040",Pass,59,37.402822,-122.111456
665,BULLIS CHARTER SCHOOL,"102 W PORTOLA AV,LOS ALTOS, CA 94022",Pass,100,37.395753,-122.116471
666,MIZU SUSHI BAR & GRILL,"2590 W EL CAMINO REAL STE 13,MOUNTAIN VIEW, CA 94040",Pass,79,37.400901,-122.112385
667,EGAN JR HIGH SCHOOL PTA LUNCH,"100 W PORTOLA AV ,LOS ALTOS, CA 94022",Pass,100,37.395753,-122.116471
668,EGAN JR HIGH SCHOOL SNACK BAR,"100 W PORTOLA AV ,LOS ALTOS, CA 94022",Pass,97,37.395753,-122.116471
669,MCDONALD'S #16336-WALMART,"600 SHOWERS DR ,MOUNTAIN VIEW, CA 94040",Pass,91,37.400561,-122.109211
670,LADY M CONFECTIONS,"4598 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,100,37.400622,-122.113252
671,WW 391 SA 2ND FL MK,"391 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,100,37.404893,-122.110792
672,WW 391 SA 3RD FL MK,"391 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,88,37.404893,-122.110792
673,WW 391 SA - 4TH FL MK,"391 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,90,37.404893,-122.110792
674,WW 391 SA - 5TH FL MK,"391 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,92,37.404893,-122.110792
675,WW 391 SA - 6TH FL MK,"391 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,100,37.404893,-122.110792
676,ESTRELLITA RESTAURANT,"971 N SAN ANTONIO RD,LOS ALTOS, CA 94022",Pass,82,37.39979,-122.113959
677,AFC SUSHI @ SAFEWAY #2948,"645 SAN ANTONIO RD,MOUNTAIN VIEW, CA 94040",Pass,89,37.401585,-122.11228
678,THE COUNTER MOUNTAIN VIEW,"2580 W EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",Pass,90,37.401585,-122.11228
679,SAJJ RESTAURANT,"2580 W EL CAMINO REAL STE 4,MOUNTAIN VIEW, CA 94022",Pass,94,37.401585,-122.11228
680,SPROUTS FARMERS MARKET -  DELI/BAKERY,"630 SAN ANTONIO RD ,MOUNTAIN VIEW, CA 94040",Pass,100,37.402579,-122.113651
681,OUMI SUSHI @ SPROUT'S  #271,"630 SAN ANTONIO RD ,MOUNTAIN VIEW, CA 94040",Pass,96,37.402579,-122.113651
682,SPROUTS FARMERS MARKET - GROCERY,"630 SAN ANTONIO RD ,MOUNTAIN VIEW, CA 94040",Pass,96,37.402579,-122.113651
683,SHOWPLACE ICON MAIN KITCHEN,"2575 CALIFORNIA ST 601,MOUNTAIN VIEW, CA 94040",Pass,92,37.404926,-122.109879
684,SHOWPLACE ICON CONCESSION,"2575 CALIFORNIA ST 601,MOUNTAIN VIEW, CA 94040",Pass,97,37.404926,-122.109879
685,SHOWPLACE ICON BAR,"2575 CALIFORNIA ST 601,MOUNTAIN VIEW, CA 94040",Pass,97,37.404926,-122.109879
686,KEHILLAH JEWISH HIGH SCHOOL,"3900 FABIAN WY ,PALO ALTO, CA 94303",Pass,98,37.424397,-122.104606
687,GENJI SUSHI LAT @ WHOLE FOODS MARKET,"4800 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,84,37.399137,-122.110622
688,NOODLE TALK RESTURANT,"4546 EL CAMINO REAL,LOS ALTOS, CA 94022",Pass,76,37.401233,-122.114502
689,BEVMO! #009,"4700 EL CAMINO REAL,LOS ALTOS, CA 94022",Pass,98,37.400027,-122.112156
690,MOLDAW FAMILY RESIDENCES @ 899 CHARLESTON,"899 E CHARLESTON RD ,PALO ALTO, CA 94303",Pass,92,37.422892,-122.102471
691,COMMUNITY KITCHEN AT JCC,"3921 FABIAN WY ,PALO ALTO, CA 94303",Pass,93,37.423557,-122.103284
692,FREMONT HILLS COUNTRY CLUB-KITCHEN,"12889 VISCAINO PL ,LOS ALTOS HILLS, CA 94022",Pass,84,37.376597,-122.144691
693,FREMONT HILLS COUNTRY CLUB SNACK,"12889 VISCAINO PL ,LOS ALTOS HILLS, CA 94022",Pass,100,37.376597,-122.144691
694,CHILI'S RESTAURANT #501,"2560 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",Pass,85,37.401082,-122.110902
695,COUPA CAFE COLONNADE,"4748 EL CAMINO REAL,LOS ALTOS, CA 94022",Pass,95,37.400003,-122.111786
696,NOURISH CAFE,"3921 FABIAN WY ,PALO ALTO, CA 94303",Pass,87,37.423557,-122.103284
697,BAYLANDS CAFE,"1875 E EMBARCADERO RD ,PALO ALTO, CA 94303",Pass,80,37.459899,-122.111373
698,GEN KOREAN BBQ HOUSE,"2540 W EL CAMINO REAL,MOUNTAIN VIEW, CA 94043",Pass,92,37.400377,-122.110997
699,LUNCHSTOP SSL,"3825 FABIAN WY,PALO ALTO, CA 94303",Pass,82,37.427598,-122.10381
700,CHILLY AND MUNCH,"2101 SHOWERS DR ,MOUNTAIN VIEW, CA 94040",Pass,90,37.406691,-122.107091
701,PALO ALTO HILLS GOLF & COUNTRY CLUB,"3000 ALEXIS DR ,PALO ALTO, CA 94304",Pass,92,37.374421,-122.175345
702,VITAMIN SHOPPE,"4756 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,98,37.399644,-122.111347
703,GIDEON HAUSNER JEWISH DAY SCHOOL - BLDG 470,"450 SAN ANTONIO RD,PALO ALTO, CA 94306",Pass,91,37.413289,-122.10412
704,CONGREGATION KOL EMETH @ KOSHER KITCHEN AT OSHMAN FAMILY JCC,"3921 FABIAN WY,PALO ALTO, CA 94303",Not Available,Not Available,37.423557,-122.103284
705,ELENA TUCK @ OSHMAN FAMILY JCC,"3921 FABIAN WY,PALO ALTO, CA 94303",Not Available,Not Available,37.423557,-122.103284
706,ANAT INC @ COMMUNITY KITCHEN AT OSHMAN JCC,"3921 FABIAN WY,PALO ALTO, CA 94303",Not Available,Not Available,37.423557,-122.103284
707,KOSHER KITCHEN AT JCC,"3921 FABIAN WY STE J,PALO ALTO, CA 94303",Pass,91,37.423557,-122.103284
708,24 HOUR FITNESS-LTD FD,"2535 CALIFORNIA ST ,MOUNTAIN VIEW, CA 94040",Pass,97,37.40373,-122.108482
709,PALO ALTO ARCO,"699 SAN ANTONIO RD ,PALO ALTO, CA 94306",Pass,96,37.416177,-122.103437
710,ABUNDANT AIR CAFE,"1901 EMBARCADERO RD 103,PALO ALTO, CA 94303",Pass,44,37.459899,-122.111373
711,KOHL'S #1388,"350 SHOWERS DR,MOUNTAIN VIEW, CA 94040",Pass,100,37.403254,-122.107905
712,WHOLE FOODS MARKET,"4800 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,93,37.399137,-122.110622
713,WHOLE FOODS MARKET-RESTAURANT,"4800 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,90,37.399137,-122.110622
714,WHOLE FOODS MARKET-BAKERY,"4800 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,85,37.399137,-122.110622
715,PHO AVENUE,"2500 W EL CAMINO REAL B,MOUNTAIN VIEW, CA 94040",Pass,90,37.399977,-122.111118
716,SUBWAY #4968,"2500 W EL CAMINO REAL A,MOUNTAIN VIEW, CA 94040",Pass,95,37.399977,-122.111118
717,CROSSROADS WORLD MARKET,"720 SAN ANTONIO RD ,PALO ALTO, CA 94303",Pass,80,37.416949,-122.102342
718,DOHATSUTEN,"799 SAN ANTONIO RD,PALO ALTO, CA 94303",Pass,91,37.420311,-122.102349
719,GARDNER BULLIS SCHOOL,"25890 FREMONT AV,LOS ALTOS HILLS, CA 94022",Pass,100,37.381872,-122.128581
720,PALO ALTO GAS & SMOG,"835 SAN ANTONIO RD ,PALO ALTO, CA 94303",Pass,98,37.421617,-122.10227
721,JOYA SUPER MARKET LLC (GROCERY),"2512 CALIFORNIA ST # 2530,MOUNTAIN VIEW, CA 94040",Pass,95,37.403975,-122.106389
722,JOYA SUPER MARKET LLC (BAKERY),"2512 CALIFORNIA ST # 2530,MOUNTAIN VIEW, CA 94040",Pass,92,37.403975,-122.106389
723,GOOGLE RAILS- 3RD FLR MICROKITCHEN,"100 MAYFIELD AV,MOUNTAIN VIEW, CA 94043",Pass,96,37.407175,-122.104646
724,GOOGLE RAILS- 1ST FLR MICROKITCHEN,"100 MAYFIELD AV,MOUNTAIN VIEW, CA 94043",Pass,97,37.407175,-122.104646
725,GOOGLE RAILS- 2ND FLR MICROKITCHEN,"100 MAYFIELD AV,MOUNTAIN VIEW, CA 94043",Pass,100,37.407175,-122.104646
726,GOOGLE RAILS- MARKET PLACE CAFE,"100 MAYFIELD AV,MOUNTAIN VIEW, CA 94043",Pass,94,37.407175,-122.104646
727,THE WETLANDS,"3801 E BAYSHORE RD,PALO ALTO, CA 94303",Pass,86,37.43378,-122.103107
728,WAL-MART STORE #2280,"600 SHOWERS DR ,MOUNTAIN VIEW, CA 94040",Pass,98,37.400561,-122.109211
729,TRADER JOE'S #81,"590 SHOWERS DR ,MOUNTAIN VIEW, CA 94040",Pass,96,37.402103,-122.110738
730,SMOG PROS ARCO #1326,"840 SAN ANTONIO RD,PALO ALTO, CA 94303",Pass,100,37.421786,-122.101407
731,24 HOUR FITNESS #513,"550 SHOWERS DR ,MOUNTAIN VIEW, CA 94040",Pass,100,37.402593,-122.109732
732,THE TERRACES AT LOS ALTOS - HEALTH CENTER KITCHEN,"373 PINE LN ,LOS ALTOS, CA 94022",Pass,93,37.392419,-122.122025
733,SUPER TACOS EL CONRRO,"2512 CALIFORNIA ST STE 2530,MOUNTAIN VIEW, CA 94040",Pass,88,37.403975,-122.106389
734,RAILS 2 MICRO KITCHEN,"250 MAYFIELD AV,MOUNTAIN VIEW, CA 94043",Pass,94,37.407175,-122.104646
735,SAFEWAY #1682-DELI,"2811 MIDDLEFIELD RD ,PALO ALTO, CA 94303",Pass,86,37.432906,-122.127266
736,SAFEWAY #1682,"2811 MIDDLEFIELD RD ,PALO ALTO, CA 94303",Pass,95,37.432906,-122.127266
737,TASTE BUDS KITCHEN - PALO ALTO,"2775 MIDDLEFIELD RD # B,PALO ALTO, CA 94306",Pass,90,37.433313,-122.128628
738,PALO ALTO CAFE,"2675 MIDDLEFIELD RD A,PALO ALTO, CA 94303",Pass,79,37.433998,-122.129549
739,SUSHI 88 & RAMEN,"506 SHOWERS DR ,MOUNTAIN VIEW, CA 94040",Pass,85,37.403017,-122.106602
740,TACO BELL #028833,"910 E CHARLESTON RD ,PALO ALTO, CA 94306",Pass,90,37.421559,-122.100884
741,HUNAN HOME'S EXPRESS,"530 SHOWERS DR STE 8,MOUNTAIN VIEW, CA 94040",Pass,80,37.402149,-122.107521
742,SEE'S CANDIES #64,"4844 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,100,37.398748,-122.109805
743,LUU NOODLE,"520 SHOWERS DR ,MOUNTAIN VIEW, CA 94040",Pass,82,37.402976,-122.108444
744,NUTRISHOP,"2464 W EL CAMINO REAL A-2,MOUNTAIN VIEW, CA 94040",Pass,100,37.39918,-122.108516
745,VEGGIE GARDEN,"2464 W EL CAMINO REAL C,MOUNTAIN VIEW, CA 94040",Pass,80,37.39918,-122.108516
746,ANJUMAN-E-JAMALI,"998 SAN ANTONIO RD,PALO ALTO, CA 94303",Pass,91,37.425257,-122.100664
747,PEARL CAFE,"506A SHOWERS DR,MOUNTAIN VIEW, CA 94040",Pass,84,37.403017,-122.106602
748,KFC #223,"2609 E CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,85,37.421129,-122.10061
749,JACK IN THE BOX #421,"4896 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,98,37.398267,-122.108897
750,MILK PAIL MARKET WAREHOUSE,"2560 WYANDOTTE ST,MOUNTAIN VIEW, CA 94040",Pass,100,37.417662,-122.100401
751,TARGET STORE #T322,"555 SHOWERS DR,MOUNTAIN VIEW, CA 94040",Pass,93,37.40078,-122.106048
752,TARGET STORE #T322-SNACK BAR,"555 SHOWERS DR,MOUNTAIN VIEW, CA 94040",Pass,100,37.40078,-122.106048
753,PLAZA DELI CAFE,"2680 BAYSHORE PY ,MOUNTAIN VIEW, CA 94043",Pass,81,37.429234,-122.10001
754,GOOGLE MK AT 1129 SAN ANTONIO RD,"1129 SAN ANTONIO RD,PALO ALTO, CA 94043",Pass,97,37.432622,-122.101807
755,1ST FLOOR MK @ B47,"1545 CHARLESTON RD ,MOUNTAIN VIEW, CA 94045",Pass,100,37.419117,-122.081043
756,GOOGLE-1295 CHARLESTON 2ND FLOOR BR,"1295 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,100,37.419645,-122.073884
757,GOOGLE-1295 CHARLESTON 1ST FLOOR BR,"1295 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,91,37.419645,-122.073884
758,GOOGLE 1200 CHARLESTON- MK,"1200 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,98,37.421013,-122.071165
759,GOOGLE- 1245 CHARLESTON MK,"1245 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,98,37.419645,-122.073884
760,GOOGLE BLDG 47-2  MICRO KITCHEN,"1545 CHARLESTON RD ,MOUNTAIN VIEW, CA 94045",Pass,100,37.419117,-122.081043
761,GOOGLE BLDG 45- 2ND FL MICRO KITCHEN,"1585 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,100,37.420189,-122.082337
762,GOOGLE- ROOT CAFE,"1220 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,95,37.421013,-122.071165
763,GOOGLE- COFFEE BAR,"1220 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,100,37.421013,-122.071165
764,GOOGLE- 1220 CHARLESTON- MICRO KIT,"1220 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,97,37.421013,-122.071165
765,GOOGLE- 1210 CHARLESTON- MICRO KIT,"1210 CHARLESTON RD,MOUNTAIN VIEW, CA 94043",Pass,95,37.421192,-122.070671
766,GOOGLE PRODUCTION AND ASSEMBLY KITCHEN (COMMISSARY),"2644 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,89,37.427718,-122.099307
767,FRED'S PLACE,"2534 OLD MIDDLEFIELD WY ,MOUNTAIN VIEW, CA 94043",Pass,80,37.415643,-122.101066
768,AMBER INDIA RESTAURANT,"4926 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,91,37.39767,-122.107505
769,1ST FLR  MICRO @ 2690 CASEY AVE,"2690 CASEY AV ,MOUNTAIN VIEW, CA 94043",Pass,97,37.432597,-122.099182
770,HAROLD'S RACK O' RIBS,"2690 EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",Pass,93,37.401443,-122.113453
771,GENERAL NUTRITION CENTER STORE,"2510 W EL CAMINO REAL 2,MOUNTAIN VIEW, CA 94040",Pass,98,37.400026,-122.110325
772,ARTISAN WINE SHOP,"2482 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",Pass,98,37.399346,-122.10926
773,WALGREENS #13948,"1905 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",Pass,100,37.392573,-122.096622
774,LIQUOR & FOOD MART,"2339 CALIFORNIA ST ,MOUNTAIN VIEW, CA 94040",Pass,97,37.402232,-122.105903
775,"2637 MARINE WAY, 1ST FLOOR MICRO KITCHEN","2637 MARINE WY,MOUNTAIN VIEW, CA 94043",Pass,94,37.428626,-122.098529
776,EAT CLUB (PA),"908 INDUSTRIAL AV,PALO ALTO, CA 94303",Pass,90,37.422406,-122.098375
777,LAS MUCHACHAS RESTAURANT,"2483 OLD MIDDLEFIELD WY ,MOUNTAIN VIEW, CA 94043",Pass,68,37.414177,-122.096318
778,BED BATH & BEYOND,"2470 Charleston Rd,Mountain View, CA 94043",Pass,98,37.421916,-122.097302
779,INTUIT,"2600 MARINE WY,MOUNTAIN VIEW, CA 95134",Pass,72,37.429536,-122.098393
780,RECREATIONAL EQUIPMENT INC,"2450 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,97,37.422944,-122.097036
781,CULINART #215 @ INTUIT BLDG 6- KITCHEN,"2750 COAST AV ,MOUNTAIN VIEW, CA 94043",Pass,90,37.429796,-122.096372
782,CULINART #215 @ INTUIT BLDG 6- SERVERY,"2750 COAST AV ,MOUNTAIN VIEW, CA 94043",Pass,74,37.429796,-122.096372
783,CULINART #215 @ INTUIT BLDG 6- COFFEE STATION,"2750 COAST AV ,MOUNTAIN VIEW, CA 94043",Pass,89,37.429796,-122.096372
784,"GWC6, 2ND FLOOR MICRO KITCHEN","2350 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,93,37.42767,-122.09937
785,"GWC6, 1ST FLOOR MICRO KITCHEN","2350 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,92,37.42767,-122.09937
786,GOOGLE CAFE BETA,"2350 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,87,37.42767,-122.09937
787,CACHE - MAIN CAFE,"2598 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,92,37.427488,-122.0992
788,CACHE - COFFEE BAR,"2598 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,100,37.427488,-122.0992
789,2598 MK,"2598 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,100,37.427488,-122.0992
790,BAJIS CAFE,"2423 OLD MIDDLEFIELD WY ,MOUNTAIN VIEW, CA 94040",Pass,82,37.414279,-122.098142
791,MICHAELS STORE #7784,"2415 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,98,37.420938,-122.097506
792,CARL'S JR #7033,"5000 EL CAMINO REAL ,LOS ALTOS, CA 94022",Pass,92,37.396917,-122.105541
793,SAMOVAR,"1077 INDEPENDENCE AV A,MOUNTAIN VIEW, CA 94043",Pass,78,37.419751,-122.096679
794,STARBUCKS COFFEE #10312,"2410 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,94,37.422944,-122.097036
795,CULINART #220 @ INTUIT,"2535 GARCIA AV,MOUNTAIN VIEW, CA 94043",Pass,88,37.426716,-122.096011
796,L & L HAWAIIAN BBQ,"2430 E CHARLESTON RD,MOUNTAIN VIEW, CA 94043",Pass,66,37.422944,-122.097036
797,MOUNTAIN VIEW INN,"2300 EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",Pass,97,37.397788,-122.10593
798,ERIK'S DELI CAFE,"2424 CHARLESTON RD,MOUNTAIN VIEW, CA 94043",Pass,70,37.423064,-122.089384
799,VERB SURGICAL - ROSSO - 2ND FL,"2450 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,96,37.427523,-122.099216
800,CHIPOTLE MEXICAN GRILL #801,"2400 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",Pass,83,37.422944,-122.097036
801,GOOGLE - 2ND FL MICRO KITCHEN,"2400 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,98,37.427541,-122.09922
802,GOOGLE - MK BREAK RM #112 - 1ST FLOOR,"2400 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",Pass,96,37.427541,-122.09922
803,MARCHANT BAKERY & KITCHEN,"2330 OLD MIDDLEFIELD WY 11,MOUNTAIN VIEW, CA 94041",Pass,94,37.415432,-122.096249
804,HANABI JAPANESE RESTAURANT,"1040 RENGSTORFF AV A-1,MOUNTAIN VIEW, CA 94043",Pass,79,37.419252,-122.095194
805,COSTCO WHOLESALE #143 - DELI,"1000 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",Pass,82,37.420874,-122.095705
806,COSTCO WHOLESALE #143-BAKERY,"1000 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",Pass,90,37.420874,-122.095705
807,COSTCO WHOLESALE #143-FOOD COURT,"1000 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",Pass,90,37.420874,-122.095705
808,COSTCO WHOLESALE #143-GROCERY,"1000 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",Pass,84,37.420874,-122.095705
809,MONTE LOMA SCHOOL,"460 THOMPSON AV,MOUNTAIN VIEW, CA 94040",Pass,97,37.408872,-122.098443
810,2ND FLOOR MK @ GWC2,"1501 SALADO DR ,MOUNTAIN VIEW, CA 94043",Pass,91,37.423721,-122.092391
811,1ST FLR MICRO @ 1501 SALADO,"1501 SALADO DR ,MOUNTAIN VIEW, CA 94043",Pass,93,37.423721,-122.092391
812,EVOLUTION @ 1500 SALADO,"1500 SALADO DR,MOUNTAIN VIEW, CA 94043",Pass,96,37.424216,-122.094215
813,2ND FLR MK 1500 SALADO,"1500 SALADO DR,MOUNTAIN VIEW, CA 94043",Pass,96,37.424216,-122.094215
814,KRISPY KREME,"2146 LEGHORN ,MOUNTAIN VIEW, CA 94043",Pass,94,37.419191,-122.094256
815,THAIBODIA BISTRO,"2155 EL CAMINO REAL ,SANTA CLARA, CA 95050",Pass,92,37.352554,-121.961439
816,MC DONALD'S-1060,"1060 RENGSTORFF AV,MOUNTAIN VIEW, CA 94043",Pass,92,37.41991,-122.093899
817,ROSS DRESS FOR LESS #1805,"1030 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",Pass,98,37.419217,-122.093754
818,GOOGLE- OCEAN PROJECT - 1ST FLOOR,"1505 SALADO DR ,MOUNTAIN VIEW, CA 94043",Pass,98,37.423721,-122.092391
819,GOOGLE- OCEAN PROJECT- 2ND FLOOR,"1505 SALADO DR ,MOUNTAIN VIEW, CA 94043",Pass,98,37.423721,-122.092391
820,1ST FLR MK  2375 GARCIA,"2375 GARCIA AV ,MOUNTAIN VIEW, CA 94043",Pass,96,37.424841,-122.094324
821,2ND FLR MK 2375 GARCIA,"2375 GARCIA AV ,MOUNTAIN VIEW, CA 94043",Pass,98,37.424841,-122.094324
822,HOBEE'S MOUNTAIN VIEW,"2312 CENTRAL EX ,MOUNTAIN VIEW, CA 94043",Pass,75,37.403887,-122.097968
823,PHO TRAN VU,"1020 N RENGSTORFF AV STE C,MOUNTAIN VIEW, CA 94043",Pass,50,37.419944,-122.096078
824,IKE'S LOVE AND SANDWICHES,"1020 N RENGSTORFF AV E,MOUNTAIN VIEW, CA 94043",Pass,78,37.419944,-122.096078
825,BUMBLE,"145 FIRST ST,LOS ALTOS, CA 94022",Pass,98,37.379638,-122.118766
826,TOTAL WINE & MORE,"1010 RENGSTORFF AV,MOUNTAIN VIEW, CA 94043",Pass,85,37.419936,-122.095432
827,IN N OUT BURGERS,"1159 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",Pass,93,37.420927,-122.093299
828,WINE PRESS LIQUORS THE,"2100 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",Pass,100,37.396126,-122.102641
829,LA PLAZA MARKET,"40 S RENGSTORFF AV ,MOUNTAIN VIEW, CA 94040",Pass,87,37.402922,-122.09784
830,LA PLAZA MARKET - TAQUERIA,"40 S RENGSTORFF AV ,MOUNTAIN VIEW, CA 94040",Pass,76,37.402922,-122.09784
831,7-ELEVEN STORE #2234-16687C,"615 S RENGSTORFF AV ,MOUNTAIN VIEW, CA 940402105",Pass,84,37.396342,-122.100933
832,DE MARTINI ORCHARD,"66 N SAN ANTONIO RD,LOS ALTOS, CA 94022",Pass,84,37.382752,-122.114493
833,DUMPLING GARDEN,"108 N RENGSTORFF AV A,MOUNTAIN VIEW, CA 94043",Pass,78,37.403887,-122.097968
834,MOUNTAIN VIEW COMMUNITY CENTER,"201 S RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",Pass,100,37.40198,-122.096848
835,O'MALLEY'S SPORTS PUB,"2135 OLD MIDDLEFIELD WY ,MOUNTAIN VIEW, CA 94043",Pass,59,37.414018,-122.093667
836,RINCON SABROSO RESTAURANT,"122 RENGSTORFF AV,MOUNTAIN VIEW, CA 94043",Pass,82,37.404477,-122.097486
837,FIVE GUYS BURGERS & FRIES,"2098 EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",Pass,97,37.395959,-122.101738
838,MALDONADO'S PIZZERIA,"615 S RENGSTORFF AV B,MOUNTAIN VIEW, CA 94040",Pass,87,37.396342,-122.100933
839,CHANG'AN ARTISAN NOODLE,"580 N RENGSTORFF AV STE J,MOUNTAIN VIEW, CA 94043",Pass,83,37.411477,-122.094315
840,DITTMER'S GOURMET MEATS & WURST-HAN,"4540 EL CAMINO REAL,LOS ALTOS, CA 94022",Pass,87,37.401546,-122.114954
841,AFC SUSHI @ SAFEWAY #2814,"160 FIRST ST,LOS ALTOS, CA 94022",Pass,98,37.37906,-122.119036
842,SAFEWAY #2814 - STARBUCKS,"160 FIRST ST,LOS ALTOS, CA 94022",Pass,97,37.37906,-122.119036
843,SAFEWAY #2814 - GROCERY,"160 FIRST ST,LOS ALTOS, CA 94022",Pass,89,37.37906,-122.119036
844,SAFEWAY #2814 - BAKERY,"160 FIRST ST,LOS ALTOS, CA 94022",Pass,97,37.37906,-122.119036
845,SAFEWAY #2814 - DELI,"160 FIRST ST,LOS ALTOS, CA 94022",Pass,100,37.37906,-122.119036
846,THE DON'S DELI,"2105 OLD MIDDLEFIELD WY # F,MOUNTAIN VIEW, CA 94043",Pass,92,37.414083,-122.093159
847,DOSA PARATHA - INDIAN CUISINE,"2105 OLD MIDDLEFIELD WY C,MOUNTAIN VIEW, CA 94043",Pass,55,37.414083,-122.093159
